date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:51	8327/8327	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:51%20GMT	https://looksrare.org/_next/static/chunks/942-8ce2c4824bf25f93.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/942-8ce2c4824bf25f93.js	(from https://looksrare.org/explore)
17:56:52	20363/20363	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:52%20GMT	https://looksrare.org/_next/static/chunks/133-4e46da04b0765644.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/133-4e46da04b0765644.js	(from https://looksrare.org/explore)
17:56:53	40206/40206	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:53%20GMT	https://looksrare.org/_next/static/chunks/0-8f4d8eb9342bfa89.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/0-8f4d8eb9342bfa89.js	(from https://looksrare.org/explore)
17:56:54	6629/6629	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:54%20GMT	https://looksrare.org/_next/static/chunks/pages/explore-0db07afc0e1f04e0.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/pages/explore-0db07afc0e1f04e0.js	(from https://looksrare.org/explore)
17:56:56	195592/195592	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:55%20GMT	https://looksrare.org/explore/activity	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/explore/activity.html	(from https://looksrare.org/explore)
17:56:56	4051/4051	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:56%20GMT	https://looksrare.org/_next/static/chunks/pages/collections-c3387413f24f3c47.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/pages/collections-c3387413f24f3c47.js	(from https://looksrare.org/collections)
17:56:59	310174/310174	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:59%20GMT	https://looksrare.org/collections/0x4E1f41613c9084FdB9E34E11fAE9412427480e56	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0x4E1f41613c9084FdB9E34E11fAE9412427480e56.html	(from https://looksrare.org/collections)
17:57:00	302262/302262	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:00%20GMT	https://looksrare.org/collections/0xcE25E60A89F200B1fA40f6c313047FFe386992c3	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0xcE25E60A89F200B1fA40f6c313047FFe386992c3.html	(from https://looksrare.org/collections)
17:57:00	368477/368477	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:00%20GMT	https://looksrare.org/collections/0xED5AF388653567Af2F388E6224dC7C4b3241C544	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0xED5AF388653567Af2F388E6224dC7C4b3241C544.html	(from https://looksrare.org/collections)
17:57:02	308996/308996	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:02%20GMT	https://looksrare.org/collections/0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0x34d85c9CDeB23FA97cb08333b511ac86E1C4E258.html	(from https://looksrare.org/collections)
17:57:04	336325/336325	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:04%20GMT	https://looksrare.org/collections/0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D.html	(from https://looksrare.org/collections)
17:57:05	354850/354850	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:05%20GMT	https://looksrare.org/collections/0x60E4d786628Fea6478F785A6d7e704777c86a7c6	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0x60E4d786628Fea6478F785A6d7e704777c86a7c6.html	(from https://looksrare.org/collections)
17:57:09	420711/420711	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:57:09%20GMT	https://looksrare.org/collections/0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections/0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7.html	(from https://looksrare.org/collections)
